"satisfaction";"Gender";"Customer.Type";"Age";"Type.of.Travel";"Class";"Flight.Distance";"Seat.comfort";"Departure.Arrival.time.convenient";"Food.and.drink";"Gate.location";"Inflight.wifi.service";"Inflight.entertainment";"Online.support";"Ease.of.Online.booking";"On.board.service";"Leg.room.service";"Baggage.handling";"Checkin.service";"Cleanliness";"Online.boarding";"Departure.Delay.in.Minutes";"Arrival.Delay.in.Minutes"
"satisfied";"Female";"Loyal Customer";33;"Business travel";"Business";2189;5;5;5;5;1;2;4;5;5;5;5;2;5;1;0;0
"satisfied";"Male";"Loyal Customer";57;"Business travel";"Business";2775;4;4;4;4;2;5;4;5;5;5;5;3;5;3;14;7
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";2172;1;1;1;1;3;4;4;5;5;5;5;5;5;5;5;0
"satisfied";"Male";NA;46;"Business travel";"Business";361;1;1;1;1;2;5;4;5;5;5;5;3;5;3;18;17
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Business";360;2;2;4;2;4;4;4;5;5;5;5;3;5;4;0;0
"satisfied";"Female";"Loyal Customer";38;"Business travel";"Business";355;4;4;4;4;5;1;3;5;5;5;5;2;5;4;51;58
"satisfied";"Male";"Loyal Customer";55;"Business travel";"Business";3662;1;1;1;1;5;5;5;5;5;5;5;4;5;5;0;8
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";3595;5;5;5;5;2;5;5;5;5;5;5;4;5;4;0;0
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Business";2964;3;3;3;3;5;4;4;5;5;5;5;3;5;4;0;0
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";1931;4;4;4;4;2;4;5;5;5;5;5;4;5;4;0;0
"satisfied";"Female";"Loyal Customer";30;"Business travel";"Eco";1914;5;2;3;3;5;5;5;5;3;5;1;4;3;5;17;13
"satisfied";"Male";"Loyal Customer";29;"Business travel";"Eco";1456;5;3;5;3;5;5;5;5;1;2;2;2;2;5;15;2
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";249;5;5;5;5;2;4;4;5;5;5;5;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";39;"Business travel";"Business";3911;4;4;4;4;3;5;4;5;5;5;5;4;5;4;6;9
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";283;1;1;1;1;5;5;4;5;5;5;5;3;5;5;30;29
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";2037;1;1;1;1;2;4;5;5;5;5;5;3;5;3;22;7
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";2159;1;1;1;1;2;4;4;5;5;5;5;5;5;4;22;20
"satisfied";"Male";"Loyal Customer";24;"Business travel";"Eco";1276;5;1;1;1;5;5;5;5;2;3;2;5;1;5;0;0
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";102;5;5;5;5;2;4;4;5;5;5;5;4;5;4;47;49
"satisfied";"Female";"Loyal Customer";42;"Business travel";"Business";72;1;1;1;1;4;4;4;5;5;5;5;3;5;4;0;4
"satisfied";"Male";"Loyal Customer";25;"Business travel";"Business";4599;4;4;4;4;5;5;5;4;5;3;4;5;4;5;116;133
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Business";2700;2;2;2;2;2;3;4;5;5;5;5;1;5;2;0;0
"satisfied";"Male";"Loyal Customer";26;"Business travel";"Business";3941;4;4;4;4;5;5;5;5;2;3;4;5;4;5;0;0
"satisfied";"Female";"Loyal Customer";25;"Business travel";"Business";3371;1;1;1;1;5;5;5;5;5;4;3;3;5;5;1;0
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Business";2500;5;5;5;5;3;4;5;5;5;5;5;5;5;4;3;0
"satisfied";"Female";"Loyal Customer";65;"Business travel";"Eco Plus";1099;5;1;1;1;5;5;5;4;4;2;1;5;2;5;0;0
"satisfied";"Male";"Loyal Customer";64;"Business travel";"Eco";1769;5;5;5;5;5;5;5;5;5;1;5;4;1;5;0;1
"satisfied";"Female";"Loyal Customer";31;"Business travel";"Business";3378;3;3;3;3;5;5;5;5;2;5;2;4;5;5;22;0
"satisfied";"Male";"Loyal Customer";32;"Business travel";"Business";3375;1;1;1;1;5;5;5;5;3;2;3;4;4;5;11;0
"satisfied";"Female";"Loyal Customer";61;"Business travel";"Eco Plus";381;5;5;5;5;4;4;5;5;5;5;5;1;5;5;0;0
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";2205;5;5;5;5;3;5;5;5;5;5;5;3;5;3;0;5
"satisfied";"Male";"Loyal Customer";22;"Business travel";"Business";3740;1;1;1;1;5;5;5;5;3;3;4;5;4;5;0;0
"satisfied";"Female";"Loyal Customer";29;"Business travel";"Business";2785;1;1;1;1;5;5;5;5;4;5;5;4;5;5;5;0
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";2017;3;3;3;3;3;4;5;5;5;5;5;4;5;4;12;0
"satisfied";"Female";"Loyal Customer";60;"Business travel";"Eco";479;5;3;3;3;2;4;2;5;5;5;5;2;5;3;0;0
"satisfied";"Male";NA;40;"Business travel";"Business";1888;1;1;1;1;4;4;5;5;5;5;5;3;5;5;27;13
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";1766;1;1;4;1;2;5;4;5;5;5;5;4;5;5;51;33
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";1585;4;4;2;4;3;5;5;5;5;5;5;5;5;5;3;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1582;2;2;2;2;3;4;5;5;5;5;5;4;5;3;7;12
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";1488;1;1;1;1;2;4;5;5;5;5;5;3;5;3;44;61
"satisfied";"Female";"Loyal Customer";46;"Business travel";"Business";1431;3;3;3;3;3;4;4;5;5;5;5;3;5;3;0;0
"satisfied";"Male";"Loyal Customer";27;"Business travel";"Business";5577;3;3;3;3;5;5;5;5;1;4;4;5;2;5;0;0
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Eco Plus";205;5;5;5;5;1;1;4;5;5;5;5;2;5;3;0;0
"satisfied";"Male";"Loyal Customer";56;"Business travel";"Business";1003;3;3;3;3;4;5;5;5;5;5;5;5;5;5;25;17
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Eco";127;5;3;1;3;5;4;1;5;5;5;5;4;5;3;0;0
"satisfied";"Female";"Loyal Customer";30;"Business travel";"Business";4160;2;2;2;2;5;5;5;5;3;5;4;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";54;"Business travel";"Business";3364;3;3;3;3;2;5;4;5;5;5;5;3;5;4;0;0
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";2748;1;1;1;1;2;4;4;5;5;5;5;3;5;3;10;0
"satisfied";"Male";"Loyal Customer";29;"Business travel";"Business";2110;4;3;4;4;5;5;5;5;1;4;2;3;2;5;0;41
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";952;2;2;2;2;2;5;4;5;5;5;5;4;5;3;0;0
"satisfied";"Male";"Loyal Customer";NA;"Business travel";"Business";2047;4;4;4;4;2;5;5;5;5;5;5;3;5;3;23;16
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Business";2651;2;2;2;2;3;5;4;5;5;5;5;5;5;4;7;0
"satisfied";"Female";"Loyal Customer";42;"Business travel";"Business";3454;3;3;3;3;1;5;4;5;5;5;5;5;5;3;0;0
"satisfied";"Female";"Loyal Customer";32;"Business travel";"Business";2636;4;4;4;4;5;5;5;5;3;4;4;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";3788;3;3;5;3;4;4;4;5;5;5;5;4;5;5;76;79
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";888;5;5;3;5;3;4;5;5;5;5;5;3;5;4;0;11
"satisfied";"Male";"Loyal Customer";45;"Business travel";"Business";867;3;3;3;3;3;3;3;5;5;5;5;2;5;3;7;0
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";2223;1;1;1;1;4;2;3;5;5;5;5;1;5;4;110;96
"satisfied";"Female";"Loyal Customer";50;"Business travel";"Business";3806;1;1;4;NA;2;5;5;5;5;5;5;5;5;5;21;18
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Business";3800;5;5;5;5;4;5;5;5;5;5;5;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";30;"Business travel";"Business";5594;1;1;1;1;5;5;5;5;1;1;2;2;3;5;0;0
"satisfied";"Female";"Loyal Customer";21;"Business travel";"Business";1702;3;3;3;3;5;5;5;5;2;1;5;4;3;5;0;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Eco";1107;5;2;2;2;5;5;5;5;1;3;5;5;5;5;0;0
"satisfied";"Female";"Loyal Customer";58;"Business travel";"Business";750;2;2;2;2;4;5;4;5;5;5;5;4;5;4;0;31
"satisfied";"Male";"Loyal Customer";27;"Business travel";"Business";2414;3;3;3;3;5;5;5;5;3;4;5;4;4;5;78;78
"satisfied";"Male";"Loyal Customer";42;"Business travel";"Business";3912;2;5;2;2;3;4;4;5;5;5;5;4;5;5;37;31
"satisfied";"Male";"Loyal Customer";22;"Business travel";"Business";1749;2;2;2;2;5;5;5;5;2;2;5;4;3;5;0;0
"satisfied";"Male";"Loyal Customer";23;"Business travel";"Business";1739;2;2;2;2;5;5;5;5;5;3;2;4;2;5;0;0
"satisfied";"Female";"Loyal Customer";34;"Business travel";"Business";678;1;1;1;1;3;2;1;5;5;5;5;4;5;5;0;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";648;3;3;3;3;2;5;4;5;5;5;5;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";48;"Business travel";"Business";3794;1;1;2;1;3;4;4;5;5;5;5;3;5;3;0;5
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Eco";82;5;4;4;4;2;3;1;5;5;5;5;1;5;1;0;0
"satisfied";"Female";"Loyal Customer";59;"Business travel";"Business";3723;2;2;2;2;3;4;5;5;5;5;5;4;5;3;55;49
"satisfied";"Female";NA;51;"Business travel";"Business";1915;2;2;2;2;3;5;5;5;5;5;5;5;5;3;2;0
"satisfied";"Male";"Loyal Customer";25;"Business travel";"Business";3497;4;4;4;4;5;5;5;5;3;4;2;2;2;5;0;0
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";539;3;3;5;3;4;5;3;5;5;5;5;5;5;3;13;2
"satisfied";"Male";"Loyal Customer";34;"Business travel";"Business";1842;1;1;1;1;1;4;5;5;5;5;5;1;5;5;0;0
"satisfied";"Female";"Loyal Customer";42;"Business travel";"Business";3289;2;2;2;2;4;5;5;5;5;5;5;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";32;"Business travel";"Business";3670;4;4;4;4;5;5;5;5;3;4;4;4;5;5;23;21
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Business";1612;3;3;3;3;5;5;5;5;5;4;5;4;4;5;37;37
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";504;2;2;2;2;2;4;5;5;5;5;5;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";57;"Business travel";"Business";480;1;1;3;1;5;4;4;5;5;5;5;3;5;5;8;2
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Eco";1694;5;2;2;2;5;5;5;5;1;4;2;5;4;5;39;30
"satisfied";"Female";"Loyal Customer";37;"Business travel";"Business";439;3;3;3;3;5;5;4;5;5;5;5;5;5;5;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";451;5;5;5;5;4;3;2;5;5;5;5;5;5;5;0;0
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Eco";1994;5;1;1;1;5;5;5;5;2;2;3;1;4;5;10;10
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Eco";1323;5;5;5;5;5;5;5;5;1;3;2;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Business";1966;1;1;1;1;5;4;5;5;5;5;5;4;5;3;16;11
"satisfied";"Male";"Loyal Customer";48;"Business travel";"Business";421;5;5;5;5;5;4;5;5;5;5;5;3;5;5;8;7
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";411;4;4;4;4;1;3;5;5;5;5;5;4;5;4;0;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";2838;3;3;3;3;3;5;4;5;5;5;5;4;5;4;0;0
"satisfied";"Female";NA;36;"Business travel";"Eco Plus";1548;5;5;5;5;5;5;5;5;3;1;5;4;2;5;25;9
"satisfied";"Female";"Loyal Customer";37;"Business travel";"Business";393;4;4;1;4;2;5;4;5;5;5;5;5;5;3;0;0
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";2203;1;1;1;1;5;5;5;5;5;5;5;4;5;4;65;78
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Business";2620;1;1;1;1;2;3;2;5;5;5;5;5;5;5;0;3
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";3547;1;1;2;1;3;5;4;5;5;5;5;4;5;3;16;13
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";1777;5;5;5;5;2;5;4;5;5;5;5;5;5;5;7;0
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";3927;5;5;5;5;2;5;5;5;5;5;5;4;5;4;67;57
"satisfied";"Female";"Loyal Customer";40;"Business travel";"Business";2637;5;5;5;5;4;4;4;5;5;5;5;5;5;5;26;9
"satisfied";"Male";"Loyal Customer";NA;"Business travel";"Business";2983;1;1;1;1;3;5;4;5;5;5;5;5;5;5;0;0
"satisfied";"Male";NA;43;"Business travel";"Business";3427;3;3;3;3;5;5;4;5;5;5;5;5;5;3;4;18
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";1896;1;1;1;1;2;4;4;5;5;5;5;3;5;4;14;0
"satisfied";"Male";"Loyal Customer";23;"Business travel";"Business";1188;1;1;1;1;5;5;5;5;2;1;5;3;5;5;10;0
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";3663;5;5;5;5;2;4;5;5;5;5;5;3;5;3;0;NA
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Business";4023;3;3;3;3;3;5;4;5;5;5;5;5;5;5;18;26
"satisfied";"Female";"Loyal Customer";55;"Business travel";"Business";2163;4;4;4;4;2;5;5;5;5;5;5;4;5;4;0;1
"satisfied";"Female";"Loyal Customer";57;"Business travel";"Business";257;3;3;3;3;2;4;5;5;5;5;5;4;5;3;0;0
"satisfied";"Female";NA;51;"Business travel";"Business";269;2;2;2;2;5;5;5;5;5;5;5;5;5;3;0;5
"satisfied";"Female";NA;62;"Business travel";"Business";225;4;4;4;4;5;3;4;5;5;5;5;2;5;1;68;55
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";238;4;4;4;4;5;5;4;5;5;5;5;5;5;4;0;0
"satisfied";"Male";NA;33;"Business travel";"Business";1436;3;1;3;3;5;5;5;5;3;1;4;2;3;5;0;0
"satisfied";"Male";"Loyal Customer";25;"Business travel";"Eco";2062;5;2;2;2;5;5;5;5;4;1;4;1;3;5;19;7
"satisfied";"Female";"Loyal Customer";25;"Business travel";"Eco Plus";1198;5;3;2;2;5;5;5;5;4;1;4;1;5;5;0;0
"satisfied";"Male";"Loyal Customer";35;"Business travel";"Business";219;2;2;2;2;1;1;2;5;5;5;5;5;5;4;1;1
"satisfied";"Female";NA;58;"Business travel";"Business";3964;4;4;4;4;4;4;4;5;5;5;5;4;5;4;24;8
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Business";1600;5;5;5;5;5;4;4;5;5;5;5;5;5;5;0;0
"satisfied";"Male";NA;34;"Business travel";"Business";3013;2;2;2;NA;4;4;1;5;5;5;5;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";22;"Business travel";"Eco";2017;5;1;1;1;5;5;5;5;3;1;2;2;1;5;47;62
"satisfied";"Female";"Loyal Customer";46;"Business travel";"Business";57;4;4;4;4;3;5;4;5;5;5;5;5;5;4;0;0
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";2596;4;4;4;4;5;5;5;5;2;4;4;5;4;5;0;0
"satisfied";"Female";"Loyal Customer";69;"Business travel";"Eco";1080;5;1;1;1;4;5;1;5;5;5;5;4;5;1;0;0
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";2512;2;2;5;2;5;5;5;3;4;4;5;5;4;5;1;45
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Business";2525;5;5;5;5;2;3;5;5;5;5;5;3;5;3;57;55
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Business";2515;4;4;4;4;5;5;5;3;3;4;4;5;3;5;1;10
"satisfied";"Female";"Loyal Customer";49;"Business travel";"Business";2514;3;3;3;3;2;4;4;5;5;5;5;4;5;3;0;0
"satisfied";"Female";"Loyal Customer";20;"Business travel";"Business";3470;4;4;1;4;5;5;5;3;1;4;1;5;5;5;0;20
"satisfied";"Female";"Loyal Customer";63;"Business travel";"Eco";1074;5;4;4;4;4;4;5;5;5;5;5;1;5;5;26;17
"satisfied";"Male";"Loyal Customer";50;"Business travel";"Business";2361;3;3;3;3;5;5;5;5;5;5;5;4;5;5;0;4
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";2237;3;3;2;3;2;3;5;5;5;5;5;5;5;3;0;3
"satisfied";"Female";"Loyal Customer";42;"Business travel";"Business";2195;5;5;5;5;4;4;5;5;5;5;5;3;5;5;0;0
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Business";2079;3;3;3;3;3;5;4;5;5;5;5;5;5;4;0;0
"satisfied";"Female";NA;16;"Business travel";"Business";3383;5;5;5;5;5;5;5;5;5;3;5;1;4;5;0;0
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";1816;5;5;5;5;3;5;5;5;5;5;5;3;5;3;0;19
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";1747;2;2;2;2;4;4;4;5;5;5;5;5;5;5;14;2
"satisfied";"Female";"Loyal Customer";28;"Business travel";"Business";3070;2;1;2;2;5;5;5;5;5;2;5;5;5;5;0;0
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Business";1639;4;4;4;4;3;5;5;5;5;5;5;3;5;4;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";1587;5;5;5;5;5;5;5;5;5;5;5;3;5;4;28;36
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1494;3;3;3;3;3;5;5;5;5;5;5;3;5;5;0;7
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";1493;4;3;4;4;4;5;5;5;5;5;5;3;5;4;0;0
"satisfied";"Female";"Loyal Customer";22;"Business travel";"Business";2852;5;5;5;5;5;5;5;5;3;4;5;3;5;5;6;0
"satisfied";"Male";"Loyal Customer";24;"Business travel";"Business";2952;4;4;4;4;5;5;5;5;3;4;5;3;5;5;17;23
"satisfied";"Female";"Loyal Customer";56;"Business travel";"Eco";84;5;4;4;4;4;4;5;5;5;5;5;4;5;4;0;0
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";1440;4;4;5;4;3;4;5;5;5;5;5;5;5;5;7;7
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";1416;1;1;1;1;5;5;5;5;5;5;5;4;5;5;0;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";1337;5;5;5;5;1;5;2;5;5;5;5;5;5;2;0;3
"satisfied";"Male";"Loyal Customer";31;"Business travel";"Business";2449;1;1;1;1;5;5;5;5;5;4;4;4;4;5;0;0
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Business";3791;3;3;3;3;3;5;5;5;5;5;5;5;5;5;0;14
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";1331;2;2;5;2;4;4;5;5;5;5;5;5;5;5;10;1
"satisfied";"Male";"Loyal Customer";28;"Business travel";"Business";2908;3;3;3;3;5;5;5;5;3;2;4;5;5;5;9;0
"satisfied";"Male";"Loyal Customer";56;"Business travel";"Eco";1351;5;2;2;2;5;5;5;5;5;3;2;5;4;5;0;18
"satisfied";"Female";"Loyal Customer";40;"Business travel";"Business";4022;5;5;5;5;3;5;4;5;5;5;5;4;5;3;0;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";1268;1;1;1;1;3;5;4;5;5;5;5;4;5;4;50;29
"satisfied";"Male";NA;68;"Business travel";"Business";1844;5;5;4;5;2;4;5;5;5;5;5;5;5;4;0;5
"satisfied";"Male";"Loyal Customer";54;"Business travel";"Business";2823;3;3;3;3;3;4;4;5;5;5;5;4;5;4;1;0
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Business";1173;3;3;3;3;2;5;5;5;5;5;5;4;5;5;0;31
"satisfied";"Female";"Loyal Customer";25;"Business travel";"Business";1957;4;2;4;4;5;5;5;5;4;4;5;4;4;5;60;121
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";2743;1;1;1;1;5;5;5;2;5;1;2;5;1;5;113;146
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Business";1948;2;2;5;2;3;5;4;5;5;5;5;3;5;4;1;3
"satisfied";"Female";"Loyal Customer";28;"Business travel";"Business";2118;2;2;2;2;5;5;5;5;4;3;4;4;5;5;0;0
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";2929;5;5;5;5;4;4;4;5;5;5;5;4;5;3;0;0
"satisfied";"Female";"Loyal Customer";25;"Business travel";"Business";2570;4;4;4;4;5;5;5;5;5;3;5;5;5;5;29;11
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Eco";238;5;2;2;2;3;4;2;5;5;5;5;2;5;4;0;1
"satisfied";"Male";"Loyal Customer";33;"Business travel";"Business";2279;4;4;4;4;5;5;5;5;3;2;4;3;5;5;3;0
"satisfied";"Male";"Loyal Customer";53;"Business travel";"Business";1864;5;5;5;5;5;5;5;5;5;5;5;3;5;4;9;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1077;2;1;2;2;3;5;4;5;5;5;5;3;5;3;0;0
"satisfied";"Male";"Loyal Customer";28;"Business travel";"Business";5216;2;2;5;2;5;5;5;5;5;5;4;4;5;5;0;6
"satisfied";"Male";"Loyal Customer";28;"Business travel";"Business";2368;3;3;4;3;5;5;5;5;4;2;1;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";2929;5;5;5;5;2;4;5;5;5;5;5;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";46;"Business travel";"Business";3875;1;1;1;1;4;4;4;5;5;5;5;4;5;4;0;6
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";2350;3;3;3;3;5;5;5;5;5;5;5;4;5;3;0;0
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";3982;3;3;3;3;4;4;4;5;5;5;5;4;5;5;42;56
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";2080;3;3;3;3;5;5;4;5;5;5;5;4;5;5;8;0
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Business";2931;5;5;5;5;2;5;4;5;5;5;5;5;5;5;0;0
"satisfied";"Female";"Loyal Customer";60;"Business travel";"Business";2196;5;5;5;5;4;4;5;5;5;5;5;3;5;5;0;0
"satisfied";"Female";"Loyal Customer";26;"Business travel";"Business";2517;4;4;4;4;5;5;5;5;3;4;3;4;4;5;0;0
"satisfied";"Female";"Loyal Customer";49;"Business travel";"Eco Plus";234;5;3;3;3;4;5;1;5;5;5;5;5;5;4;0;0
"satisfied";"Female";"Loyal Customer";30;"Business travel";"Business";4638;3;3;2;3;5;5;5;5;4;2;4;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Business";869;2;2;2;2;5;4;5;5;5;5;5;4;5;4;0;0
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";894;4;4;4;4;4;4;5;5;5;5;5;5;5;5;9;5
"satisfied";"Male";"Loyal Customer";27;"Business travel";"Business";2155;2;2;3;2;5;5;5;5;5;3;4;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";2769;3;3;5;3;3;4;4;5;5;5;5;5;5;3;11;0
"satisfied";"Male";"Loyal Customer";15;"Business travel";"Business";2056;1;1;1;1;5;5;5;5;5;4;5;5;4;5;0;9
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Eco";837;5;1;1;1;5;2;2;5;5;5;5;1;5;2;0;0
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Eco";245;5;3;3;3;3;1;3;5;5;5;5;4;5;5;0;0
"satisfied";"Male";"Loyal Customer";28;"Business travel";"Business";4761;2;4;2;2;5;5;5;5;2;4;5;5;4;5;130;145
"satisfied";"Male";"Loyal Customer";37;"Business travel";"Business";1627;2;4;2;2;1;1;2;5;5;5;5;2;5;1;31;35
"satisfied";"Female";NA;29;"Business travel";"Business";3455;4;4;4;NA;5;5;5;5;4;1;2;3;5;5;0;0
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";839;5;5;5;5;2;5;4;5;5;5;5;3;5;4;0;16
"satisfied";"Female";"Loyal Customer";22;"Business travel";"Business";3817;4;4;4;4;5;5;5;5;4;2;4;3;5;5;0;0
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";825;4;4;4;4;3;5;5;5;5;5;5;5;5;3;19;13
"satisfied";"Male";"Loyal Customer";39;"Business travel";"Business";3272;5;5;5;NA;5;4;4;5;5;5;5;4;5;3;14;15
"satisfied";"Male";"Loyal Customer";38;"Business travel";"Business";825;5;5;5;5;5;3;1;5;5;5;5;5;5;1;0;24
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Business";814;3;3;3;3;4;5;4;5;5;5;5;4;5;3;8;3
"satisfied";"Female";"Loyal Customer";40;"Business travel";"Business";793;4;4;4;4;5;3;2;5;5;5;5;1;5;1;2;4
"satisfied";"Female";"Loyal Customer";NA;"Business travel";"Business";2909;1;1;1;1;5;5;5;5;5;3;4;5;5;5;0;0
"satisfied";"Male";"Loyal Customer";20;"Business travel";"Business";4264;2;2;2;2;5;5;5;5;1;5;5;1;4;5;13;12
"satisfied";"Female";"Loyal Customer";46;"Business travel";"Eco";903;5;3;5;5;5;5;2;5;5;5;5;4;5;5;7;14
"satisfied";"Male";"Loyal Customer";42;"Business travel";"Business";2010;2;2;2;2;2;5;4;5;5;5;5;4;5;4;60;56
"satisfied";"Female";"Loyal Customer";49;"Business travel";"Business";728;1;1;1;1;2;5;5;5;5;5;5;4;5;3;16;0
"satisfied";"Female";"Loyal Customer";23;"Business travel";"Business";1997;3;2;3;3;5;5;5;5;3;3;3;2;2;5;0;0
"satisfied";"Female";"Loyal Customer";26;"Business travel";"Business";2021;4;4;4;4;5;5;5;5;3;3;5;4;5;5;9;0
"satisfied";"Male";"Loyal Customer";26;"Business travel";"Business";4555;3;5;3;3;5;5;5;5;4;5;3;5;4;5;0;0
"satisfied";"Female";"Loyal Customer";55;"Business travel";"Business";2872;1;1;1;1;2;5;4;5;5;5;5;4;5;5;0;0
"satisfied";"Female";"Loyal Customer";54;"Business travel";"Business";693;5;5;3;5;4;5;5;5;5;5;5;5;5;4;0;0
"satisfied";"Female";"Loyal Customer";24;"Business travel";"Business";2240;2;2;2;2;5;5;5;5;3;3;5;5;5;5;0;0
"satisfied";"Male";"Loyal Customer";22;"Business travel";"Business";2229;4;4;4;4;5;5;5;5;1;2;2;5;1;5;0;0
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";679;3;3;4;3;4;5;3;5;5;5;5;1;5;2;47;38
"satisfied";"Female";"Loyal Customer";47;"Business travel";"Business";3702;2;2;2;2;4;5;4;5;5;5;5;3;5;4;0;11
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Eco Plus";1905;5;4;4;4;5;5;5;5;1;1;1;4;1;5;0;5
